date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:07	96/96	---M-Z	200	added ('OK')	text/plain	etag:%22d52a39a393a42fdcac31d12e0cfdda0c%22	https://memecoin.framer.website/robots.txt		(from )
17:42:12	1375242/1375242	---M-Z	200	added ('OK')	text/html	etag:%22b41e2e86e44aa9abae8cf382b2ab6b21%22	https://memecoin.framer.website/	C:/My%20Web%20Sites/Template(GREEN)/memecoin.framer.website/index.html	(from )
17:42:12	6865/6865	---MC-	200	added ('OK')	image/png	etag:%227978ae372cd82ce680ee45751c6e83eb%22	https://framerusercontent.com/images/RBMnrLH5HR1p5bE3CihqYr0Fgo.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/RBMnrLH5HR1p5bE3CihqYr0Fgo.png	(from https://memecoin.framer.website/)
17:42:13	35907/35907	---MC-	200	added ('OK')	image/png	etag:%22db6a29faf5b73637ef4772fff25558ee%22	https://framerusercontent.com/images/6mcf62RlDfRfU61Yg5vb2pefpi4.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/6mcf62RlDfRfU61Yg5vb2pefpi4.png	(from https://memecoin.framer.website/)
17:42:13	1330915/1330915	---M--	200	added ('OK')	image/jpeg	etag:%22e37454f5dc023a146e302af3196818ae%22	https://framerusercontent.com/assets/wLAoOYQfTRenl6zXt3ESC6edgM.jpg	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/assets/wLAoOYQfTRenl6zXt3ESC6edgM.jpg	(from https://memecoin.framer.website/)
17:42:13	27766/27766	---MC-	200	added ('OK')	image/png	etag:%22e6b99057011797d349710b48b10142d6%22	https://framerusercontent.com/images/E5t1WLIvUElmQqvYK92RnPjGI5k.png?scale-down-to=1024	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/E5t1WLIvUElmQqvYK92RnPjGI5kbf23.png	(from https://memecoin.framer.website/)
17:42:14	30309/30309	---MC-	200	added ('OK')	image/png	etag:%225fd5a997ee20c98a265fa79ba517f5a0%22	https://framerusercontent.com/images/xJYfoveneFE7JfO04P6HvKlF8fQ.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/xJYfoveneFE7JfO04P6HvKlF8fQ.png	(from https://memecoin.framer.website/)
17:42:14	43484/43484	---MC-	200	added ('OK')	image/png	etag:%225faa1a9310fcbc64edc7c5c694a654c2%22	https://framerusercontent.com/images/oq7bEn4zqwcYwCgJhWEZCUJPc.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/oq7bEn4zqwcYwCgJhWEZCUJPc.png	(from https://memecoin.framer.website/)
17:42:14	29334/29334	---MC-	200	added ('OK')	image/png	etag:%22b761b5f7e63cfafb2c518186e4142283%22	https://framerusercontent.com/images/H1IqH176NDXZZGqRQj7UWxyenk.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/H1IqH176NDXZZGqRQj7UWxyenk.png	(from https://memecoin.framer.website/)
17:42:15	4252/4252	---MC-	200	added ('OK')	image/png	etag:%224f19e9339a9b1b4c9f142133a10cb947%22	https://framerusercontent.com/images/4NOxlk7D1KjkcsKGpKZ6YUsNZeQ.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/4NOxlk7D1KjkcsKGpKZ6YUsNZeQ.png	(from https://memecoin.framer.website/)
17:42:15	4286/4286	---MC-	200	added ('OK')	image/png	etag:%22c158b059daec6562f023ba3c9aa010b9%22	https://framerusercontent.com/images/gK5W2tCH71cgSsb6rzqSQLMYo.png	C:/My%20Web%20Sites/Template(GREEN)/framerusercontent.com/images/gK5W2tCH71cgSsb6rzqSQLMYo.png	(from https://memecoin.framer.website/)
